geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_02553	496	427	352	470	795	101
gene-SAOUHSC_02554	7351	6074	5460	5639	9795	1295
gene-SAOUHSC_02555	559	368	361	244	373	115
gene-SAOUHSC_02556	624	469	503	439	886	272
gene-SAOUHSC_02557	1758	899	1319	243	219	31
gene-SAOUHSC_02558	211	103	127	12	13	7
gene-SAOUHSC_02559	478	308	382	30	27	7
gene-SAOUHSC_02561	2877	1810	1744	402	345	174
gene-SAOUHSC_02562	1026	585	646	193	202	34
gene-SAOUHSC_02563	1349	717	941	235	298	30
gene-SAOUHSC_02564	1923	1172	1329	399	475	48
gene-SAOUHSC_02565	3213	1688	2282	563	582	50
gene-SAOUHSC_02566	34801	15589	31159	16987	18298	2465
gene-SAOUHSC_02567	1	0	0	1	0	0
gene-SAOUHSC_02568	3372	2213	2835	3069	5258	604
gene-SAOUHSC_02569	1461	948	1496	2383	3717	687
gene-SAOUHSC_02570	2670	1989	2126	7402	9634	1208
gene-SAOUHSC_02571	15283	18145	20184	2564	1877	608
gene-SAOUHSC_02572	20368	16692	13757	49508	64421	9484
gene-SAOUHSC_02573	2015	1899	1482	12833	19911	6339
gene-SAOUHSC_02574	1988	1605	1468	12166	14722	2979
gene-SAOUHSC_02575	330	233	231	1417	1172	87
gene-SAOUHSC_02576	1027	1125	1186	1221	1432	348
gene-SAOUHSC_02577	5711	4448	3497	10438	14829	3219
gene-SAOUHSC_02579	4070	3031	3613	2586	2909	628
gene-SAOUHSC_02580	3922	3001	3192	4624	5629	979
gene-SAOUHSC_02581	9227	6993	6501	13113	16335	2712
gene-SAOUHSC_02582	40972	36028	29674	64567	74982	19673
gene-SAOUHSC_02583	14056	11562	12101	6142	9171	2559
gene-SAOUHSC_02584	2002	2688	1286	2543	3265	394
gene-SAOUHSC_02585	3902	3017	2953	3381	6069	429
gene-SAOUHSC_02586	253	164	211	79	128	15
gene-SAOUHSC_02587	479	248	267	1188	1361	88
gene-SAOUHSC_02588	51	23	20	32	36	7
gene-SAOUHSC_02589	14780	10777	10932	7794	8676	658
gene-SAOUHSC_02590	8033	7552	7284	15797	19997	4777
gene-SAOUHSC_02591	635	371	418	1135	1734	52
gene-SAOUHSC_02592	544	409	354	953	1370	206
gene-SAOUHSC_02593	259	237	174	873	1135	62
gene-SAOUHSC_02594	704	547	435	2453	5043	476
gene-SAOUHSC_02595	239	151	153	2757	4751	234
gene-SAOUHSC_02596	242	193	208	420	506	19
gene-SAOUHSC_02597	1977	1662	1186	3463	4487	715
gene-SAOUHSC_02599	257	170	161	726	785	52
gene-SAOUHSC_02600	2073	1543	1327	3352	6105	1077
gene-SAOUHSC_02601	915	734	671	2777	3630	1121
gene-SAOUHSC_02602	103	60	62	24	31	5
gene-SAOUHSC_02603	177	97	113	669	1015	92
gene-SAOUHSC_02604	5673	4898	3601	19990	25330	13474
gene-SAOUHSC_02605	941	695	657	1685	2858	790
gene-SAOUHSC_02606	3060	2074	1973	848	1117	274
gene-SAOUHSC_02607	2555	1920	1792	515	764	291
gene-SAOUHSC_02608	370	249	193	431	537	22
gene-SAOUHSC_02609	49	34	34	38	37	2
gene-SAOUHSC_02610	5842	5855	3681	14069	16352	9469
gene-SAOUHSC_02611	2820	1795	2133	4379	5090	496
gene-SAOUHSC_02612	1219	916	687	2501	2714	491
gene-SAOUHSC_02613	777	575	418	1697	1573	151
gene-SAOUHSC_02614	2456	2011	1689	3152	4698	603
gene-SAOUHSC_02615	928	822	706	1638	3035	607
gene-SAOUHSC_02616	5	4	7	14	6	0
gene-SAOUHSC_02618	1739	1118	1280	848	1111	71
gene-SAOUHSC_02619	397	276	298	198	225	7
gene-SAOUHSC_02620	4935	3393	5140	569	786	77
gene-SAOUHSC_02621	373	228	203	338	347	245
gene-SAOUHSC_02622	1139	937	966	699	522	103
gene-SAOUHSC_02623	5515	4185	4282	4737	5788	1383
gene-SAOUHSC_02624	1591	1226	1254	2070	2223	134
gene-SAOUHSC_02625	901	629	548	1390	2125	103
gene-SAOUHSC_02626	1147	894	739	2128	3484	531
gene-SAOUHSC_02627	1895	1217	1139	3360	3884	1159
gene-SAOUHSC_02628	2786	1986	2038	3102	3050	364
gene-SAOUHSC_02629	14612	23133	14342	23608	32938	6839
gene-SAOUHSC_02630	5497	8408	4851	8313	13497	1826
gene-SAOUHSC_02631	473	218	266	1099	1065	73
gene-SAOUHSC_02632	176	128	131	367	761	134
gene-SAOUHSC_02633	326	366	292	916	1348	154
gene-SAOUHSC_02634	12	9	10	5	5	2
gene-SAOUHSC_02635	6038	4080	4900	3104	4567	305
gene-SAOUHSC_02636	7147	4895	5148	4979	4906	1022
gene-SAOUHSC_02637	4738	3255	4268	4174	5363	601
gene-SAOUHSC_02638	619	487	307	2051	3347	402
gene-SAOUHSC_02639	19	15	16	78	103	7
gene-SAOUHSC_02640	809	518	508	176	212	21
gene-SAOUHSC_02641	476	347	353	119	100	12
gene-SAOUHSC_02643	692	511	597	674	827	127
gene-SAOUHSC_02644	3336	2335	2825	1874	1997	192
gene-SAOUHSC_02645	1354	3310	925	27546	7322	211
gene-SAOUHSC_02646	2032	4906	1241	28312	6667	561
gene-SAOUHSC_02647	7614	5429	4696	4633	5693	1850
gene-SAOUHSC_02648	11527	8284	9848	27673	31474	5659
gene-SAOUHSC_02649	4193	3342	2975	3495	3930	408
gene-SAOUHSC_02650	8217	7816	5497	22626	39611	4023
gene-SAOUHSC_02651	375	263	232	900	1290	212
gene-SAOUHSC_02652	1203	860	677	1713	2998	870
gene-SAOUHSC_02653	228	180	107	235	387	207
gene-SAOUHSC_02654	718	440	318	655	1003	148
gene-SAOUHSC_02655	1	0	1	1	0	0
gene-SAOUHSC_02656	1840	1249	1288	1847	2566	840
gene-SAOUHSC_02657	43	15	20	14	16	0
gene-SAOUHSC_02658	1318	1028	960	1132	2135	180
gene-SAOUHSC_02659	18469	12758	15447	3041	4212	143
gene-SAOUHSC_02660	26156	17376	22839	4322	4740	241
gene-SAOUHSC_02661	7569	6847	4832	548	280	43
gene-SAOUHSC_02662	854	925	585	53	70	18
gene-SAOUHSC_02663	657	577	348	1686	3253	208
gene-SAOUHSC_02664	4565	3189	3927	3755	4836	287
gene-SAOUHSC_02665	6648	6090	4500	15167	15201	1856
gene-SAOUHSC_02666	875	620	634	2098	2595	154
gene-SAOUHSC_02667	19720	15536	16954	16614	23511	3955
gene-SAOUHSC_02668	294	198	185	1172	1374	50
gene-SAOUHSC_02669	5055	3589	3619	7378	9834	492
gene-SAOUHSC_02670	5046	3594	4311	3391	4348	211
gene-SAOUHSC_02671	984	811	737	1241	5609	364
gene-SAOUHSC_02672	278	175	208	148	184	13
gene-SAOUHSC_02673	87	51	56	39	55	11
gene-SAOUHSC_02674	553	351	488	286	477	30
gene-SAOUHSC_02675	2155	1413	1534	1424	2026	222
gene-SAOUHSC_02676	3817	2994	3008	3448	5168	763
gene-SAOUHSC_02677	1635	1253	1281	1959	2815	284
gene-SAOUHSC_02678	714	556	507	1128	1536	101
gene-SAOUHSC_02679	161	86	86	410	650	45
gene-SAOUHSC_02680	540	348	312	1553	2157	528
gene-SAOUHSC_02681	839	497	390	2063	2808	564
gene-SAOUHSC_02682	1332	956	892	1560	3060	582
gene-SAOUHSC_02683	175	145	124	299	618	205
gene-SAOUHSC_02684	945	748	723	1307	2505	444
gene-SAOUHSC_02685	120	87	87	88	245	44
gene-SAOUHSC_02686	537	368	337	612	1172	153
gene-SAOUHSC_02687	1166	988	821	3692	4733	471
gene-SAOUHSC_02688	10	6	13	54	142	17
gene-SAOUHSC_02689	116	91	90	471	517	37
gene-SAOUHSC_02690	21353	12928	13502	2456	4239	485
gene-SAOUHSC_02691	6699	5277	4861	1983	2151	290
gene-SAOUHSC_02692	3413	2702	2420	1013	1714	71
gene-SAOUHSC_02693	48	24	25	39	18	2
gene-SAOUHSC_02694	2429	1848	1977	2758	4392	211
gene-SAOUHSC_02695	709	613	609	1137	1249	136
gene-SAOUHSC_02696	2795	1871	2393	525	565	42
gene-SAOUHSC_02697	45623	31126	37076	9198	14982	4592
gene-SAOUHSC_02698	22627	15346	18379	5775	9262	2891
gene-SAOUHSC_02699	18648	11343	15544	4625	8559	1525
gene-SAOUHSC_02700	4789	4655	4199	6328	12432	969
gene-SAOUHSC_02701	96	73	71	99	164	3
gene-SAOUHSC_02702	4695	1829	1213	131	173	8
gene-SAOUHSC_02703	7749	5572	4528	14604	20249	2141
gene-SAOUHSC_02704	2815	1942	2352	2224	2530	249
gene-SAOUHSC_02705	15	8	19	37	73	4
gene-SAOUHSC_02706	26266	24312	16791	31690	47849	2670
gene-SAOUHSC_02707	60	46	34	28	23	3
gene-SAOUHSC_02708	5826	3822	2104	12928	21425	1046
gene-SAOUHSC_02709	12359	8416	5192	15147	21934	991
gene-SAOUHSC_02710	14475	10349	5787	12064	15736	1052
gene-SAOUHSC_02711	156	73	111	72	84	6
gene-SAOUHSC_02712	378	240	269	239	457	51
gene-SAOUHSC_02713	372	212	232	291	375	39
gene-SAOUHSC_02714	287	185	194	189	284	44
gene-SAOUHSC_02715	231	120	129	81	64	11
gene-SAOUHSC_02716	82	61	48	29	21	3
gene-SAOUHSC_02717	3	3	2	0	1	1
gene-SAOUHSC_02718	767	346	469	224	414	32
gene-SAOUHSC_02719	294	175	225	141	174	38
gene-SAOUHSC_02720	0	1	1	4	1	1
gene-SAOUHSC_02721	6665	4591	3271	4662	1812	745
gene-SAOUHSC_02722	908	632	764	1045	842	93
gene-SAOUHSC_02723	19841	18432	19795	4593	4088	1755
gene-SAOUHSC_02724	41152	38444	45594	8184	9876	922
gene-SAOUHSC_02725	4097	3499	2740	11850	13043	2553
gene-SAOUHSC_02726	243	247	193	436	763	243
gene-SAOUHSC_02727	2351	1700	860	4434	6017	1568
gene-SAOUHSC_02728	724	420	420	435	929	62
gene-SAOUHSC_02729	1711	2123	1295	4773	7066	894
gene-SAOUHSC_02731	5990	3831	4886	8413	13292	802
gene-SAOUHSC_02732	1	1	4	6	6	0
gene-SAOUHSC_02733	8454	6361	4834	16443	25126	3387
gene-SAOUHSC_02734	2	2	9	7	5	0
gene-SAOUHSC_02736	3747	2425	2743	3455	3869	309
gene-SAOUHSC_02737	2006	1698	1034	1394	1676	348
gene-SAOUHSC_02738	32	13	12	1	2	0
gene-SAOUHSC_02739	959	667	550	2184	3485	1180
gene-SAOUHSC_02740	1696	1337	954	8646	9691	1322
gene-SAOUHSC_02741	2118	1323	1333	769	1013	257
gene-SAOUHSC_02742	1952	1287	1435	814	1171	178
gene-SAOUHSC_02743	711	420	474	327	568	110
gene-SAOUHSC_02744	962	630	666	649	1480	420
gene-SAOUHSC_02745	8	7	7	0	1	0
gene-SAOUHSC_02746	18	18	13	9	6	2
gene-SAOUHSC_02747	3113	1994	2359	1564	1895	106
gene-SAOUHSC_02750	6063	4269	4836	2494	3794	508
gene-SAOUHSC_02751	4445	4439	2977	15423	18496	5626
gene-SAOUHSC_02752	7236	5091	5838	2299	2466	555
gene-SAOUHSC_02753	2313	2110	1573	3534	3872	937
gene-SAOUHSC_02754	900	925	688	1520	1423	728
gene-SAOUHSC_02755	6266	4954	4750	6816	7216	3258
gene-SAOUHSC_02756	6019	3655	5873	4035	3066	193
gene-SAOUHSC_02757	7078	5050	5938	5382	6382	96
gene-SAOUHSC_02758	48	33	42	24	32	3
gene-SAOUHSC_02759	2701	1838	1887	3636	5217	299
gene-SAOUHSC_02760	1583	1057	900	1916	3057	720
gene-SAOUHSC_02761	535	353	433	795	945	103
gene-SAOUHSC_02762	4812	3014	2840	792	1120	265
gene-SAOUHSC_02763	1631	1083	1119	160	268	117
gene-SAOUHSC_02764	1103	889	671	112	225	55
gene-SAOUHSC_02765	595	546	398	75	98	18
gene-SAOUHSC_02766	2615	1452	1639	459	901	129
gene-SAOUHSC_02767	8418	5546	5357	1353	2960	285
gene-SAOUHSC_02768	2666	1874	1488	139	299	34
gene-SAOUHSC_02769	2669	1853	1400	152	359	35
gene-SAOUHSC_02770	2873	1963	1409	166	345	67
gene-SAOUHSC_02771	403	315	398	1529	1789	360
gene-SAOUHSC_02772	2713	3085	1870	7935	14088	7813
gene-SAOUHSC_02773	2550	2163	1723	9736	16592	1692
gene-SAOUHSC_02774	2801	3123	2224	11130	14286	999
gene-SAOUHSC_02775	461	281	304	504	771	73
gene-SAOUHSC_02776	115	73	78	286	503	37
gene-SAOUHSC_02777	253	129	115	858	1551	184
gene-SAOUHSC_02778	466	412	255	1882	4083	740
gene-SAOUHSC_02779	885	1082	571	3485	6039	701
gene-SAOUHSC_02780	141	115	131	458	524	276
gene-SAOUHSC_02781	2542	1693	1082	9001	8333	452
gene-SAOUHSC_02782	34	26	32	13	6	0
gene-SAOUHSC_02783	408	290	318	473	762	151
gene-SAOUHSC_02784	120	70	78	109	202	26
gene-SAOUHSC_02785	135	81	94	166	210	11
gene-SAOUHSC_02786	55	34	27	72	84	5
gene-SAOUHSC_02787	328	219	231	485	845	180
gene-SAOUHSC_02788	280	171	200	473	875	83
gene-SAOUHSC_02789	228	178	152	395	535	94
gene-SAOUHSC_02790	2440	1254	1909	2022	2458	225
gene-SAOUHSC_02791	140	93	106	253	436	37
gene-SAOUHSC_02793	1382	870	881	1218	1597	207
gene-SAOUHSC_02794	225	105	98	410	713	26
gene-SAOUHSC_02795	84	63	45	131	136	11
gene-SAOUHSC_02796	14	12	23	44	65	6
gene-SAOUHSC_02797	445	266	296	463	698	59
gene-SAOUHSC_02798	4308	2874	3482	2272	3648	1553
gene-SAOUHSC_02799	17	7	21	18	8	0
gene-SAOUHSC_02800	17	13	14	22	14	0
gene-SAOUHSC_02801	1557	976	1123	1463	2031	560
gene-SAOUHSC_02802	14615	26790	17003	17237	9088	2091
gene-SAOUHSC_02803	10704	16719	11293	18240	16774	4536
gene-SAOUHSC_02804	3	8	1	13	19	0
gene-SAOUHSC_02805	4	0	2	0	0	0
gene-SAOUHSC_02806	5427	6648	4181	2032	4001	1074
gene-SAOUHSC_02808	3005	3719	2284	2199	4076	1579
gene-SAOUHSC_02809	1583	1513	1018	2706	3823	2099
gene-SAOUHSC_02810	3425	2683	2255	3308	6124	1124
gene-SAOUHSC_02811	909	734	672	1860	3588	211
gene-SAOUHSC_02812	13189	11152	8939	34767	47285	14697
gene-SAOUHSC_02813	3835	3045	3338	2434	1475	104
gene-SAOUHSC_02814	6676	5224	5537	4321	2218	183
gene-SAOUHSC_02815	9548	10438	7657	23405	25033	4794
gene-SAOUHSC_02816	943	693	609	2202	3576	115
gene-SAOUHSC_02817	1	0	0	0	0	0
gene-SAOUHSC_02818	839	468	481	557	842	98
gene-SAOUHSC_02819	168	123	136	85	193	15
gene-SAOUHSC_02820	416	221	316	952	1625	404
gene-SAOUHSC_02821	362	244	283	825	1361	136
gene-SAOUHSC_02822	3694	2979	1633	6719	9458	1255
gene-SAOUHSC_02823	1221	1008	831	3328	4420	307
gene-SAOUHSC_02824	591	341	330	318	488	339
gene-SAOUHSC_02825	276	219	226	244	400	187
gene-SAOUHSC_02826	1370	950	766	797	1124	59
gene-SAOUHSC_02827	870	638	492	1834	1437	294
gene-SAOUHSC_02828	6319	4911	5564	1230	1825	394
gene-SAOUHSC_02829	2780	2294	1771	1098	816	111
gene-SAOUHSC_02830	17417	8988	15198	2022	793	85
gene-SAOUHSC_02831	791	545	610	367	395	62
gene-SAOUHSC_02832	88	23	114	34	41	2
gene-SAOUHSC_02833	465	220	424	118	153	9
gene-SAOUHSC_02834	3143	1956	2162	3951	6153	362
gene-SAOUHSC_02836	434	307	307	531	579	121
gene-SAOUHSC_02837	96	83	68	966	1950	118
gene-SAOUHSC_02838	3	1	3	2	0	0
gene-SAOUHSC_02839	5661	5237	4290	1514	2075	759
gene-SAOUHSC_02840	2546	2423	2078	647	766	104
gene-SAOUHSC_02841	4772	4384	3508	1499	1636	191
gene-SAOUHSC_02842	221	123	156	177	91	19
gene-SAOUHSC_02843	479	339	350	1783	3336	153
gene-SAOUHSC_02844	3532	3043	1592	6301	11184	2922
gene-SAOUHSC_02845	766	613	283	1274	1716	295
gene-SAOUHSC_02846	910	661	312	1768	2705	296
gene-SAOUHSC_02848	14196	7911	9021	62033	61798	13948
gene-SAOUHSC_02849	17818	24891	11778	65915	110861	27958
gene-SAOUHSC_02850	4107	6185	3012	14954	32547	13654
gene-SAOUHSC_02851	65	40	28	21	23	3
gene-SAOUHSC_02852	880	580	506	1310	1388	352
gene-SAOUHSC_02853	40964	32309	20137	58591	26909	5642
gene-SAOUHSC_02855	819	805	834	428	295	46
gene-SAOUHSC_02856	190	131	206	1681	2628	135
gene-SAOUHSC_02857	50	45	68	746	817	177
gene-SAOUHSC_02858	151	159	146	1946	2456	388
gene-SAOUHSC_02859	3309	2801	2215	3269	4445	1640
gene-SAOUHSC_02860	11122	10990	6892	18918	17356	3779
gene-SAOUHSC_02861	1570	1348	960	1985	2725	1432
gene-SAOUHSC_02862	7147	8433	4247	24781	39196	15233
gene-SAOUHSC_02863	302	205	216	57	103	2
gene-SAOUHSC_02864	1981	1393	1253	718	929	124
gene-SAOUHSC_02865	183	141	124	133	221	9
gene-SAOUHSC_02866	1873	1380	1219	2356	4030	545
gene-SAOUHSC_02867	2767	2142	2168	1763	2373	184
gene-SAOUHSC_02868	209	184	164	293	593	65
gene-SAOUHSC_02869	15601	18314	8731	22549	32791	5689
gene-SAOUHSC_02871	379	284	246	608	1142	345
gene-SAOUHSC_02872	22100	14583	19923	2180	5305	386
gene-SAOUHSC_02873	11711	9739	7612	5594	5788	913
gene-SAOUHSC_02874	1383	1140	844	932	871	55
gene-SAOUHSC_02875	1682	1378	1032	4208	7237	1168
gene-SAOUHSC_02876	1403	1352	718	4778	7633	2249
gene-SAOUHSC_02877	1843	1705	1089	5005	10180	4620
gene-SAOUHSC_02879	657	707	398	2590	4435	805
gene-SAOUHSC_02880	1097	1239	607	5248	9372	4639
gene-SAOUHSC_02881	1340	1359	730	6968	10108	5296
gene-SAOUHSC_02882	181	171	122	1491	2058	298
gene-SAOUHSC_02883	1592	2108	2032	811	1075	619
gene-SAOUHSC_02885	37247	25508	39052	9383	11431	1557
gene-SAOUHSC_02886	107	91	200	40	73	7
gene-SAOUHSC_02887	27017	32656	48595	12080	8219	4396
gene-SAOUHSC_02888	519	469	345	10874	12135	2487
gene-SAOUHSC_02889	8	4	2	17	24	2
gene-SAOUHSC_02890	14	9	6	10	5	0
gene-SAOUHSC_02891	1250	852	1113	799	1121	60
gene-SAOUHSC_02892	758	706	389	669	1617	366
gene-SAOUHSC_02893	1247	1012	782	812	2118	148
gene-SAOUHSC_02894	892	598	686	889	1738	538
gene-SAOUHSC_02895	1012	570	812	989	1579	354
gene-SAOUHSC_02896	347	191	259	243	410	67
gene-SAOUHSC_02897	323	287	189	711	1170	75
gene-SAOUHSC_02898	574	525	330	943	1130	243
gene-SAOUHSC_02899	1923	1976	1061	4247	5896	1446
gene-SAOUHSC_02900	3801	4028	2365	13150	17376	8036
gene-SAOUHSC_02901	4071	1532	2057	310	403	74
gene-SAOUHSC_02902	810	289	367	53	70	7
gene-SAOUHSC_02903	1837	690	761	79	97	12
gene-SAOUHSC_02904	3456	1421	1591	104	137	19
gene-SAOUHSC_02905	147	96	142	158	202	23
gene-SAOUHSC_02906	352	278	293	326	523	73
gene-SAOUHSC_02907	180	124	110	181	272	9
gene-SAOUHSC_02908	996	780	632	4082	6419	2838
gene-SAOUHSC_02909	2586	2339	1832	3361	4252	837
gene-SAOUHSC_02910	1680	1215	1191	2314	3964	318
gene-SAOUHSC_02911	662	367	385	491	502	45
gene-SAOUHSC_02912	1497	1400	904	3033	2036	437
gene-SAOUHSC_02913	687	562	515	483	787	63
gene-SAOUHSC_02914	15	9	11	4	2	0
gene-SAOUHSC_02915	1400	1096	956	1157	1403	325
gene-SAOUHSC_02916	4025	3063	3659	2105	3442	235
gene-SAOUHSC_02918	5915	4745	5365	4211	7908	1704
gene-SAOUHSC_02919	4211	3789	3711	5017	8521	1836
gene-SAOUHSC_02920	1281	975	748	3020	4110	1298
gene-SAOUHSC_02921	1839	1243	1645	1993	2874	705
gene-SAOUHSC_02922	1660	1219	1089	6871	9528	3954
gene-SAOUHSC_02923	4218	4838	2441	61667	65664	10068
gene-SAOUHSC_02924	1183	1251	816	16704	39407	5782
gene-SAOUHSC_02925	89	83	51	929	1300	153
gene-SAOUHSC_02926	12934	9151	5277	25202	30640	3847
gene-SAOUHSC_02927	42821	41745	29867	78933	87230	41772
gene-SAOUHSC_02928	359	195	645	275	466	22
gene-SAOUHSC_02929	5283	4608	2721	19029	28107	9939
gene-SAOUHSC_02930	972	931	620	3807	3959	759
gene-SAOUHSC_02931	231	169	144	1679	1427	126
gene-SAOUHSC_02932	3052	2145	2304	505	507	216
gene-SAOUHSC_02933	18410	10972	13972	521	526	155
gene-SAOUHSC_02934	5	1	5	1	1	0
gene-SAOUHSC_02935	3703	2562	2851	1834	3931	219
gene-SAOUHSC_02936	921	842	769	2345	4055	1392
gene-SAOUHSC_02937	4713	4655	4521	1504	2103	419
gene-SAOUHSC_02939	6	2	7	2	0	1
gene-SAOUHSC_02940	6	3	5	3	4	1
gene-SAOUHSC_02941	1427	869	913	2917	7027	667
gene-SAOUHSC_02942	1995	1363	1335	4388	12425	1449
gene-SAOUHSC_02943	294	181	217	178	213	46
gene-SAOUHSC_02944	800	400	601	219	325	42
gene-SAOUHSC_02945	3241	2177	2342	1070	1368	440
gene-SAOUHSC_02947	3825	2467	2722	1510	2008	310
gene-SAOUHSC_02948	11	6	11	14	20	2
gene-SAOUHSC_02949	671	558	507	458	680	50
gene-SAOUHSC_02950	9	3	4	12	26	2
gene-SAOUHSC_02953	1321	954	787	1772	2921	175
gene-SAOUHSC_02954	271	255	174	796	1905	456
gene-SAOUHSC_02955	1742	1438	1232	2177	2887	381
gene-SAOUHSC_02956	1619	1352	1143	2089	2418	231
gene-SAOUHSC_02957	611	531	412	776	1467	84
gene-SAOUHSC_02958	438	255	343	81	62	14
gene-SAOUHSC_02960	4	2	3	5	1	0
gene-SAOUHSC_02961	1079	899	809	2059	2772	322
gene-SAOUHSC_02962	1074	957	901	2148	3769	270
gene-SAOUHSC_02963	76647	61416	77060	94700	67536	55396
gene-SAOUHSC_02964	6439	5460	8167	27358	49175	6657
gene-SAOUHSC_02965	5931	5662	7612	34023	81207	28671
gene-SAOUHSC_02967	3724	3470	5450	38142	91506	27262
gene-SAOUHSC_02968	1586	1636	2370	22450	56633	17607
gene-SAOUHSC_02969	1253	1290	1907	19017	53144	23157
gene-SAOUHSC_02970	630	395	364	189	205	25
gene-SAOUHSC_02971	8998	5152	10472	755	951	254
gene-SAOUHSC_02972	3601	2521	2048	1807	1567	179
gene-SAOUHSC_02973	1017	691	850	311	344	25
gene-SAOUHSC_02974	1020	799	633	3379	6193	335
gene-SAOUHSC_02975	2735	2205	2009	2994	5896	1947
gene-SAOUHSC_02976	3893	3125	2557	2180	4500	435
gene-SAOUHSC_02978	17018	12655	13481	17085	25755	4460
gene-SAOUHSC_02979	19817	17886	11928	36018	48578	3800
gene-SAOUHSC_02980	11376	7969	8251	5017	6057	986
gene-SAOUHSC_02982	43690	32144	33678	33921	47898	7594
gene-SAOUHSC_02983	10343	7782	7766	6700	9903	1067
gene-SAOUHSC_02984	10926	8906	8268	8881	13454	3159
gene-SAOUHSC_02985	11035	8933	8883	11161	16085	6659
gene-SAOUHSC_02986	2756	1812	2454	393	473	53
gene-SAOUHSC_02987	3906	2565	3058	571	514	112
gene-SAOUHSC_02988	2993	1965	2380	443	428	85
gene-SAOUHSC_02989	869	539	856	197	201	29
gene-SAOUHSC_02990	96060	70151	78610	16658	14136	4455
gene-SAOUHSC_02991	1596	1027	1090	2553	3890	1214
gene-SAOUHSC_02992	108	63	93	172	160	7
gene-SAOUHSC_02993	84	43	63	107	151	12
gene-SAOUHSC_02994	1218	1101	832	7780	9299	1570
gene-SAOUHSC_02995	536	516	443	2391	4387	658
gene-SAOUHSC_02996	136	82	93	97	146	24
gene-SAOUHSC_02997	93	60	72	140	195	24
gene-SAOUHSC_02998	847	407	766	133	168	12
gene-SAOUHSC_02999	478	243	379	71	63	18
gene-SAOUHSC_03000	88	42	113	18	15	1
gene-SAOUHSC_03001	3720	2383	2371	5526	7154	396
gene-SAOUHSC_03002	178	140	106	57	42	21
gene-SAOUHSC_03003	22	22	16	7	15	9
gene-SAOUHSC_03004	99	74	57	61	102	9
gene-SAOUHSC_03005	471	188	381	212	451	8
gene-SAOUHSC_03006	46770	39894	31122	19415	29209	6167
gene-SAOUHSC_03008	2960	2064	2569	2425	3708	1356
gene-SAOUHSC_03009	732	573	688	777	1315	504
gene-SAOUHSC_03010	440	347	338	483	707	239
gene-SAOUHSC_03011	386	277	353	482	736	152
gene-SAOUHSC_03012	702	545	506	1006	1217	194
gene-SAOUHSC_03013	632	452	426	1349	1282	150
gene-SAOUHSC_03014	196	131	110	564	478	113
gene-SAOUHSC_03015	215	216	154	1620	1532	106
gene-SAOUHSC_03016	494	384	401	463	745	137
gene-SAOUHSC_03017	132	102	94	303	628	91
gene-SAOUHSC_03018	287	196	185	644	1086	110
gene-SAOUHSC_03019	857	742	471	2106	3897	484
gene-SAOUHSC_03020	225	179	131	720	1357	217
gene-SAOUHSC_03021	231	251	153	883	1369	268
gene-SAOUHSC_03022	51663	34727	48227	1720	2813	266
gene-SAOUHSC_03023	1879	1557	1257	1634	4795	484
gene-SAOUHSC_03024	13142	9912	12725	1659	2108	170
gene-SAOUHSC_03025	371	253	217	837	1512	460
gene-SAOUHSC_03026	8553	5495	8016	785	1235	76
gene-SAOUHSC_03027	3540	2998	3789	286	699	83
gene-SAOUHSC_03028	715	603	530	3280	4259	1052
gene-SAOUHSC_03030	3688	3065	2112	5170	5503	1573
gene-SAOUHSC_03031	913	686	633	1089	1662	81
gene-SAOUHSC_03032	318	297	206	1039	1088	344
gene-SAOUHSC_03033	1468	1108	846	2119	2491	307
gene-SAOUHSC_03034	1031	791	528	906	920	220
gene-SAOUHSC_03035	2543	1412	1866	5297	6536	803
gene-SAOUHSC_03036	204	139	115	178	1034	70
gene-SAOUHSC_03037	835	457	556	395	1535	48
gene-SAOUHSC_03038	14	18	10	16	15	6
gene-SAOUHSC_03040	774	551	511	852	1069	251
gene-SAOUHSC_03041	87	56	64	175	229	14
gene-SAOUHSC_03042	620	391	523	364	425	46
gene-SAOUHSC_03043	22	17	24	17	15	9
gene-SAOUHSC_03045	55312	52593	34742	129869	88838	15887
gene-SAOUHSC_03046	241	146	148	381	964	117
gene-SAOUHSC_03047	88	69	51	192	573	82
gene-SAOUHSC_03048	66	56	58	121	421	34
gene-SAOUHSC_03049	22197	15400	20342	6699	8417	2148
gene-SAOUHSC_03051	9495	7370	8947	3059	4502	690
gene-SAOUHSC_03052	21553	18382	20117	6456	9130	1498
gene-SAOUHSC_03053	13689	11288	13276	3644	4472	858
gene-SAOUHSC_03054	1848	1494	1578	500	448	29
gene-SAOUHSC_03055	40530	33717	33292	15828	15901	453
gene-SAOUHSC_A00084	12	6	4	0	2	0
gene-SAOUHSC_A00097	84	48	49	24	10	3
gene-SAOUHSC_A00219	41	10	23	6	3	0
gene-SAOUHSC_A00283	16	6	6	5	1	0
gene-SAOUHSC_A00332	33	18	14	5	3	0
gene-SAOUHSC_A00354	60	32	51	11	10	1
gene-SAOUHSC_A00379	35	21	38	11	5	0
gene-SAOUHSC_A00526	46	19	36	8	4	0
gene-SAOUHSC_A00635	11	7	11	19	11	2
gene-SAOUHSC_A00703	22	9	19	4	1	0
gene-SAOUHSC_A00747	7	5	9	1	0	0
gene-SAOUHSC_A00992	1429	1388	903	1187	1340	385
